Div,Team,Oponent,Oponent_HTG,HTG,HTR,Referee,Venue,FTR
E0,Leicester,Chelsea,0,0,DRAW,A Taylor,HOME,DRAW
E0,Liverpool,Wolves,0,1,WIN,M Atkinson,HOME,WIN
E0,Man United,Cardiff,1,0,LOSE,J Moss,HOME,LOSE
E0,Southampton,Huddersfield,0,1,WIN,L Probert,HOME,DRAW
E0,Tottenham,Everton,0,1,WIN,A Marriner,HOME,DRAW
E0,Watford,West Ham,2,0,LOSE,C Kavanagh,HOME,LOSE
E0,Leicester,Man United,1,0,LOSE,A Marriner,HOME,LOSE
E0,Cardiff,Bournemouth,1,0,LOSE,K Friend,HOME,LOSE
E0,Crystal Palace,Fulham,0,1,WIN,M Dean,HOME,WIN
E0,Chelsea,Huddersfield,0,2,WIN,C Kavanagh,HOME,WIN
E0,Tottenham,Newcastle,1,2,WIN,M Atkinson,HOME,WIN
E0,Brighton,Watford,1,0,LOSE,J Moss,HOME,LOSE
E0,Everton,Wolves,1,1,DRAW,C Pawson,HOME,DRAW
E0,Man City,Arsenal,0,1,WIN,M Oliver,HOME,WIN
E0,West Ham,Liverpool,2,0,LOSE,A Taylor,HOME,LOSE
E0,Burnley,Southampton,0,0,DRAW,G Scott,HOME,DRAW
E0,Newcastle,Cardiff,0,0,DRAW,C Pawson,HOME,DRAW
E0,Arsenal,Chelsea,2,2,DRAW,M Atkinson,HOME,LOSE
E0,Southampton,Everton,2,0,LOSE,L Mason,HOME,LOSE
E0,Wolves,Leicester,2,0,LOSE,M Dean,HOME,LOSE
E0,Fulham,Tottenham,1,0,LOSE,A Taylor,HOME,LOSE
E0,Bournemouth,West Ham,1,0,LOSE,S Attwell,HOME,WIN
E0,Man United,Brighton,3,1,LOSE,K Friend,HOME,LOSE
E0,Watford,Burnley,1,1,DRAW,P Tierney,HOME,WIN
E0,Huddersfield,Man City,3,1,LOSE,A Marriner,HOME,LOSE
E0,Liverpool,Crystal Palace,0,1,WIN,M Oliver,HOME,WIN
E0,West Ham,Arsenal,1,1,DRAW,G Scott,HOME,LOSE
E0,Everton,Bournemouth,0,0,DRAW,L Probert,HOME,DRAW
E0,Cardiff,Huddersfield,0,0,DRAW,M Oliver,HOME,DRAW
E0,Brighton,Liverpool,1,0,LOSE,C Kavanagh,HOME,LOSE
E0,Leicester,Southampton,0,0,DRAW,J Moss,HOME,WIN
E0,Man City,Wolves,0,0,DRAW,M Atkinson,HOME,DRAW
E0,Burnley,Fulham,3,2,LOSE,D Coote,HOME,LOSE
E0,Chelsea,Newcastle,0,0,DRAW,P Tierney,HOME,WIN
E0,Crystal Palace,Watford,0,0,DRAW,A Taylor,HOME,LOSE
E0,Tottenham,Man United,0,0,DRAW,C Pawson,HOME,WIN
E0,Fulham,Brighton,0,1,WIN,L Probert,HOME,DRAW
E0,Bournemouth,Chelsea,0,0,DRAW,L Mason,HOME,LOSE
E0,Southampton,Crystal Palace,0,0,DRAW,M Atkinson,HOME,WIN
E0,Huddersfield,Everton,1,1,DRAW,S Attwell,HOME,DRAW
E0,Liverpool,Leicester,0,2,WIN,P Tierney,HOME,WIN
E0,Newcastle,Man City,1,1,DRAW,K Friend,HOME,LOSE
E0,Wolves,West Ham,0,0,DRAW,C Kavanagh,HOME,WIN
E0,Man United,Burnley,0,2,WIN,J Moss,HOME,WIN
E0,Arsenal,Cardiff,1,1,DRAW,A Taylor,HOME,WIN
E0,Tottenham,Watford,0,0,DRAW,A Marriner,HOME,LOSE
E0,Leicester,Bournemouth,3,0,LOSE,C Pawson,HOME,LOSE
E0,Cardiff,Chelsea,2,1,LOSE,J Moss,HOME,LOSE
E0,Crystal Palace,Huddersfield,0,1,WIN,L Mason,HOME,WIN
E0,Fulham,Man City,2,0,LOSE,S Attwell,HOME,LOSE
E0,Arsenal,Newcastle,0,0,DRAW,L Probert,HOME,WIN
E0,Liverpool,Tottenham,0,1,WIN,M Oliver,HOME,WIN
E0,Man United,Watford,0,2,WIN,M Dean,HOME,WIN
E0,West Ham,Everton,1,2,WIN,M Atkinson,HOME,WIN
E0,Burnley,Wolves,0,0,DRAW,A Marriner,HOME,LOSE
E0,Brighton,Southampton,1,0,LOSE,A Taylor,HOME,DRAW
E0,Tottenham,Brighton,0,1,WIN,C Kavanagh,HOME,WIN
E0,Bournemouth,Burnley,2,0,LOSE,A Taylor,HOME,LOSE
E0,Man City,Cardiff,0,3,WIN,M Oliver,HOME,WIN
E0,Newcastle,Crystal Palace,0,0,DRAW,A Marriner,HOME,DRAW
E0,Watford,Fulham,0,1,WIN,M Atkinson,HOME,DRAW
E0,Huddersfield,Leicester,1,1,DRAW,D Coote,HOME,LOSE
E0,Southampton,Liverpool,3,0,LOSE,P Tierney,HOME,LOSE
E0,Wolves,Man United,1,0,LOSE,K Friend,HOME,DRAW
E0,Everton,Arsenal,0,0,DRAW,J Moss,HOME,LOSE
E0,Chelsea,West Ham,0,0,DRAW,M Dean,HOME,DRAW
E0,Watford,Arsenal,0,0,DRAW,A Taylor,HOME,LOSE
E0,Liverpool,Chelsea,1,0,LOSE,A Marriner,HOME,DRAW
E0,Fulham,Everton,0,0,DRAW,R East,HOME,LOSE
E0,Tottenham,Huddersfield,0,2,WIN,C Pawson,HOME,WIN
E0,Brighton,Man City,1,0,LOSE,L Mason,HOME,LOSE
E0,Leicester,Newcastle,0,1,WIN,S Hooper,HOME,WIN
E0,Man United,West Ham,2,0,LOSE,M Oliver,HOME,LOSE
E0,Southampton,Wolves,0,0,DRAW,S Attwell,HOME,LOSE
E0,Burnley,Cardiff,0,0,DRAW,M Atkinson,HOME,WIN
E0,Crystal Palace,Bournemouth,1,0,LOSE,M Dean,HOME,LOSE
E0,West Ham,Brighton,1,0,LOSE,K Friend,HOME,LOSE
E0,Huddersfield,Burnley,1,0,LOSE,C Kavanagh,HOME,DRAW
E0,Wolves,Crystal Palace,0,0,DRAW,M Oliver,HOME,WIN
E0,Everton,Leicester,1,1,DRAW,A Marriner,HOME,WIN
E0,Newcastle,Man United,0,2,WIN,A Taylor,HOME,LOSE
E0,Cardiff,Tottenham,1,0,LOSE,M Dean,HOME,LOSE
E0,Bournemouth,Watford,0,3,WIN,J Moss,HOME,WIN
E0,Arsenal,Fulham,1,1,DRAW,P Tierney,HOME,WIN
E0,Man City,Liverpool,0,0,DRAW,M Atkinson,HOME,DRAW
E0,Chelsea,Southampton,0,1,WIN,C Pawson,HOME,WIN
E0,Southampton,Bournemouth,0,0,DRAW,L Probert,HOME,DRAW
E0,Fulham,Cardiff,2,2,DRAW,K Friend,HOME,LOSE
E0,Man United,Chelsea,1,0,LOSE,M Dean,HOME,DRAW
E0,Liverpool,Huddersfield,0,1,WIN,M Oliver,HOME,WIN
E0,Burnley,Man City,1,0,LOSE,J Moss,HOME,LOSE
E0,Brighton,Newcastle,0,1,WIN,A Marriner,HOME,WIN
E0,Tottenham,West Ham,0,1,WIN,M Atkinson,HOME,WIN
E0,Watford,Wolves,0,2,WIN,L Mason,HOME,WIN
E0,Crystal Palace,Everton,0,0,DRAW,A Taylor,HOME,LOSE
E0,Leicester,Arsenal,1,1,DRAW,C Kavanagh,HOME,LOSE
E0,Wolves,Brighton,0,0,DRAW,A Taylor,HOME,LOSE
E0,Bournemouth,Fulham,0,1,WIN,A Marriner,HOME,WIN
E0,West Ham,Leicester,0,1,WIN,M Oliver,HOME,DRAW
E0,Cardiff,Liverpool,1,0,LOSE,S Attwell,HOME,LOSE
E0,Newcastle,Southampton,0,0,DRAW,C Kavanagh,HOME,DRAW
E0,Huddersfield,Watford,2,0,LOSE,M Dean,HOME,LOSE
E0,Chelsea,Burnley,0,1,WIN,C Pawson,HOME,WIN
E0,Arsenal,Crystal Palace,1,0,LOSE,M Atkinson,HOME,DRAW
E0,Everton,Man United,1,0,LOSE,J Moss,HOME,LOSE
E0,Man City,Tottenham,0,1,WIN,K Friend,HOME,WIN
E0,Liverpool,Arsenal,0,0,DRAW,A Marriner,HOME,DRAW
E0,Man United,Bournemouth,1,1,DRAW,P Tierney,HOME,WIN
E0,Leicester,Cardiff,0,0,DRAW,L Probert,HOME,WIN
E0,Brighton,Everton,1,1,DRAW,D Coote,HOME,LOSE
E0,Watford,Newcastle,0,0,DRAW,C Pawson,HOME,LOSE
E0,Burnley,West Ham,1,1,DRAW,R East,HOME,LOSE
E0,Tottenham,Wolves,0,2,WIN,M Dean,HOME,WIN
E0,Crystal Palace,Chelsea,1,0,LOSE,M Oliver,HOME,LOSE
E0,Southampton,Man City,4,1,LOSE,L Mason,HOME,LOSE
E0,Fulham,Huddersfield,1,0,LOSE,A Taylor,HOME,LOSE
E0,Brighton,Cardiff,1,1,DRAW,M Atkinson,HOME,LOSE
E0,Tottenham,Crystal Palace,0,0,DRAW,J Moss,HOME,WIN
E0,West Ham,Huddersfield,1,0,LOSE,C Kavanagh,HOME,DRAW
E0,Burnley,Leicester,0,0,DRAW,M Dean,HOME,DRAW
E0,Bournemouth,Newcastle,2,1,LOSE,L Probert,HOME,LOSE
E0,Watford,Southampton,1,0,LOSE,S Hooper,HOME,DRAW
E0,Wolves,Arsenal,0,1,WIN,S Attwell,HOME,DRAW
E0,Everton,Chelsea,0,0,DRAW,K Friend,HOME,DRAW
E0,Fulham,Liverpool,1,0,LOSE,P Tierney,HOME,LOSE
E0,Man United,Man City,1,0,LOSE,A Taylor,HOME,LOSE
E0,Leicester,Brighton,1,0,LOSE,C Kavanagh,HOME,DRAW
E0,Cardiff,Everton,0,0,DRAW,P Tierney,HOME,LOSE
E0,Southampton,Fulham,2,1,LOSE,M Oliver,HOME,LOSE
E0,Crystal Palace,Man United,0,0,DRAW,L Mason,HOME,DRAW
E0,Chelsea,Tottenham,2,0,LOSE,M Atkinson,HOME,LOSE
E0,Liverpool,Watford,0,0,DRAW,J Moss,HOME,WIN
E0,Man City,West Ham,0,3,WIN,A Marriner,HOME,WIN
E0,Arsenal,Bournemouth,1,1,DRAW,C Pawson,HOME,WIN
E0,Huddersfield,Wolves,0,1,WIN,K Friend,HOME,WIN
E0,Newcastle,Burnley,1,2,WIN,A Taylor,HOME,WIN
E0,Wolves,Cardiff,0,1,WIN,A Marriner,HOME,LOSE
E0,Burnley,Crystal Palace,1,0,LOSE,L Probert,HOME,LOSE
E0,Brighton,Huddersfield,1,1,DRAW,M Oliver,HOME,WIN
E0,Watford,Leicester,2,0,LOSE,G Scott,HOME,LOSE
E0,Bournemouth,Man City,1,1,DRAW,S Attwell,HOME,LOSE
E0,West Ham,Newcastle,0,1,WIN,P Tierney,HOME,WIN
E0,Man United,Southampton,2,2,DRAW,K Friend,HOME,DRAW
E0,Tottenham,Arsenal,1,2,WIN,M Dean,HOME,LOSE
E0,Fulham,Chelsea,1,0,LOSE,C Pawson,HOME,LOSE
E0,Everton,Liverpool,0,0,DRAW,C Kavanagh,HOME,LOSE
E0,Huddersfield,Bournemouth,2,1,LOSE,R East,HOME,LOSE
E0,Crystal Palace,Brighton,3,0,LOSE,K Friend,HOME,LOSE
E0,Man City,Watford,0,1,WIN,P Tierney,HOME,WIN
E0,Cardiff,West Ham,0,0,DRAW,G Scott,HOME,LOSE
E0,Liverpool,Burnley,0,0,DRAW,S Attwell,HOME,WIN
E0,Newcastle,Everton,1,1,DRAW,L Mason,HOME,DRAW
E0,Leicester,Fulham,1,0,LOSE,D Coote,HOME,DRAW
E0,Arsenal,Man United,1,1,DRAW,A Marriner,HOME,DRAW
E0,Southampton,Tottenham,1,0,LOSE,A Taylor,HOME,LOSE
E0,Chelsea,Wolves,0,1,WIN,J Moss,HOME,LOSE
E0,Huddersfield,Arsenal,0,0,DRAW,P Tierney,HOME,LOSE
E0,Liverpool,Bournemouth,0,1,WIN,L Mason,HOME,WIN
E0,Brighton,Burnley,1,0,LOSE,M Atkinson,HOME,LOSE
E0,Southampton,Cardiff,0,0,DRAW,J Moss,HOME,LOSE
E0,Man City,Chelsea,1,0,LOSE,M Oliver,HOME,LOSE
E0,Tottenham,Leicester,0,1,WIN,C Pawson,HOME,WIN
E0,Fulham,Man United,3,0,LOSE,L Probert,HOME,LOSE
E0,Crystal Palace,West Ham,0,1,WIN,A Taylor,HOME,LOSE
E0,Wolves,Newcastle,1,1,DRAW,M Dean,HOME,WIN
E0,Watford,Everton,1,0,LOSE,K Friend,HOME,DRAW
E0,Leicester,Crystal Palace,1,0,LOSE,M Oliver,HOME,LOSE
E0,West Ham,Fulham,0,2,WIN,M Dean,HOME,WIN
E0,Newcastle,Huddersfield,0,0,DRAW,A Taylor,HOME,WIN
E0,Everton,Man City,1,0,LOSE,C Pawson,HOME,LOSE
E0,Burnley,Tottenham,0,0,DRAW,G Scott,HOME,LOSE
E0,Cardiff,Watford,1,0,LOSE,A Madley,HOME,LOSE
E0,Bournemouth,Wolves,1,0,LOSE,S Hooper,HOME,LOSE
E0,Chelsea,Brighton,0,2,WIN,S Attwell,HOME,WIN
E0,Man United,Liverpool,1,1,DRAW,M Atkinson,HOME,LOSE
E0,Arsenal,Southampton,2,1,LOSE,C Kavanagh,HOME,LOSE
E0,Liverpool,Wolves,0,1,WIN,C Pawson,HOME,WIN
E0,Burnley,Arsenal,1,0,LOSE,K Friend,HOME,LOSE
E0,Brighton,Bournemouth,1,0,LOSE,M Dean,HOME,LOSE
E0,Man United,Cardiff,1,3,WIN,M Oliver,HOME,WIN
E0,Leicester,Chelsea,0,0,DRAW,L Probert,HOME,WIN
E0,Southampton,Huddersfield,0,2,WIN,S Attwell,HOME,WIN
E0,Crystal Palace,Man City,1,2,WIN,A Marriner,HOME,WIN
E0,Fulham,Newcastle,0,0,DRAW,M Atkinson,HOME,DRAW
E0,Watford,West Ham,0,1,WIN,L Mason,HOME,WIN
E0,Tottenham,Everton,1,3,WIN,P Tierney,HOME,WIN
E0,Arsenal,Brighton,1,1,DRAW,A Taylor,HOME,DRAW
E0,Everton,Burnley,1,3,WIN,M Oliver,HOME,WIN
E0,Cardiff,Crystal Palace,0,0,DRAW,L Probert,HOME,DRAW
E0,Wolves,Fulham,0,0,DRAW,A Marriner,HOME,DRAW
E0,Man City,Leicester,1,1,DRAW,M Dean,HOME,LOSE
E0,Newcastle,Liverpool,1,0,LOSE,G Scott,HOME,LOSE
E0,Huddersfield,Man United,1,0,LOSE,J Moss,HOME,LOSE
E0,Bournemouth,Tottenham,3,0,LOSE,C Kavanagh,HOME,LOSE
E0,Chelsea,Watford,1,1,DRAW,M Atkinson,HOME,WIN
E0,West Ham,Southampton,0,0,DRAW,C Pawson,HOME,WIN
E0,Everton,Brighton,0,0,DRAW,A Madley,HOME,LOSE
E0,Huddersfield,Fulham,0,0,DRAW,K Friend,HOME,LOSE
E0,Cardiff,Leicester,0,0,DRAW,S Hooper,HOME,WIN
E0,Arsenal,Liverpool,4,1,LOSE,M Oliver,HOME,LOSE
E0,Wolves,Tottenham,1,0,LOSE,S Attwell,HOME,WIN
E0,Newcastle,Watford,0,1,WIN,R East,HOME,DRAW
E0,West Ham,Burnley,2,0,LOSE,D Coote,HOME,LOSE
E0,Chelsea,Crystal Palace,0,0,DRAW,C Pawson,HOME,WIN
E0,Bournemouth,Man United,3,1,LOSE,L Mason,HOME,LOSE
E0,Man City,Southampton,1,3,WIN,P Tierney,HOME,WIN
E0,Fulham,Arsenal,1,0,LOSE,G Scott,HOME,LOSE
E0,Tottenham,Cardiff,0,3,WIN,K Friend,HOME,WIN
E0,Leicester,Everton,0,0,DRAW,M Atkinson,HOME,WIN
E0,Watford,Bournemouth,3,3,DRAW,D Coote,HOME,DRAW
E0,Southampton,Chelsea,0,0,DRAW,J Moss,HOME,DRAW
E0,Burnley,Huddersfield,1,1,DRAW,M Dean,HOME,WIN
E0,Man United,Newcastle,0,0,DRAW,A Marriner,HOME,WIN
E0,Brighton,West Ham,0,0,DRAW,C Kavanagh,HOME,DRAW
E0,Crystal Palace,Wolves,0,0,DRAW,R East,HOME,WIN
E0,Liverpool,Man City,1,0,LOSE,A Taylor,HOME,LOSE
E0,Liverpool,Brighton,0,0,DRAW,K Friend,HOME,WIN
E0,Fulham,Burnley,2,1,LOSE,M Atkinson,HOME,LOSE
E0,Huddersfield,Cardiff,0,0,DRAW,L Mason,HOME,DRAW
E0,Newcastle,Chelsea,1,1,DRAW,C Kavanagh,HOME,LOSE
E0,Watford,Crystal Palace,1,0,LOSE,P Tierney,HOME,WIN
E0,Southampton,Leicester,0,2,WIN,M Oliver,HOME,WIN
E0,Arsenal,West Ham,0,0,DRAW,J Moss,HOME,LOSE
E0,Bournemouth,Everton,0,0,DRAW,A Taylor,HOME,LOSE
E0,Man United,Tottenham,0,1,WIN,M Dean,HOME,WIN
E0,Wolves,Man City,2,0,LOSE,C Pawson,HOME,LOSE
E0,Chelsea,Arsenal,2,0,LOSE,A Taylor,HOME,LOSE
E0,West Ham,Bournemouth,0,0,DRAW,S Hooper,HOME,LOSE
E0,Crystal Palace,Liverpool,0,1,WIN,J Moss,HOME,LOSE
E0,Brighton,Man United,2,0,LOSE,P Tierney,HOME,LOSE
E0,Cardiff,Newcastle,1,0,LOSE,S Attwell,HOME,LOSE
E0,Everton,Southampton,0,0,DRAW,G Scott,HOME,LOSE
E0,Burnley,Watford,0,0,DRAW,M Oliver,HOME,DRAW
E0,Leicester,Wolves,2,0,LOSE,C Kavanagh,HOME,LOSE
E0,Tottenham,Fulham,1,0,LOSE,C Pawson,HOME,WIN
E0,Man City,Huddersfield,0,1,WIN,A Marriner,HOME,WIN
E0,Cardiff,Arsenal,0,0,DRAW,M Dean,HOME,LOSE
E0,Brighton,Fulham,0,2,WIN,L Probert,HOME,LOSE
E0,Everton,Huddersfield,0,1,WIN,S Attwell,HOME,WIN
E0,Burnley,Man United,0,0,DRAW,J Moss,HOME,DRAW
E0,Man City,Newcastle,0,1,WIN,P Tierney,HOME,LOSE
E0,West Ham,Wolves,0,0,DRAW,D Coote,HOME,LOSE
E0,Chelsea,Bournemouth,0,0,DRAW,R East,HOME,LOSE
E0,Leicester,Liverpool,1,1,DRAW,M Atkinson,HOME,DRAW
E0,Crystal Palace,Southampton,0,1,WIN,A Marriner,HOME,DRAW
E0,Watford,Tottenham,0,1,WIN,G Scott,HOME,LOSE
E0,Watford,Brighton,0,0,DRAW,S Hooper,HOME,DRAW
E0,Southampton,Burnley,0,0,DRAW,A Taylor,HOME,DRAW
E0,Bournemouth,Cardiff,1,0,LOSE,J Moss,HOME,LOSE
E0,Huddersfield,Chelsea,2,0,LOSE,P Tierney,HOME,LOSE
E0,Fulham,Crystal Palace,1,0,LOSE,M Oliver,HOME,LOSE
E0,Wolves,Everton,1,2,WIN,L Mason,HOME,WIN
E0,Newcastle,Tottenham,0,0,DRAW,A Marriner,HOME,LOSE
E0,Man United,Leicester,0,1,WIN,M Dean,HOME,WIN
E0,Arsenal,Man City,2,1,LOSE,M Atkinson,HOME,LOSE
E0,Liverpool,West Ham,1,1,DRAW,K Friend,HOME,DRAW
E0,Man City,Everton,0,1,WIN,C Pawson,HOME,WIN
E0,Burnley,Brighton,0,1,WIN,S Attwell,HOME,WIN
E0,West Ham,Crystal Palace,0,1,WIN,C Pawson,HOME,DRAW
E0,Man United,Fulham,0,2,WIN,P Tierney,HOME,WIN
E0,Arsenal,Huddersfield,0,2,WIN,J Moss,HOME,WIN
E0,Bournemouth,Liverpool,2,0,LOSE,A Taylor,HOME,LOSE
E0,Cardiff,Southampton,0,0,DRAW,M Atkinson,HOME,WIN
E0,Everton,Watford,0,0,DRAW,L Probert,HOME,LOSE
E0,Chelsea,Man City,4,0,LOSE,M Dean,HOME,LOSE
E0,Leicester,Tottenham,1,0,LOSE,M Oliver,HOME,LOSE
E0,Newcastle,Wolves,0,0,DRAW,G Scott,HOME,DRAW
E0,Watford,Cardiff,0,1,WIN,S Hooper,HOME,WIN
E0,Fulham,West Ham,2,1,LOSE,L Mason,HOME,LOSE
E0,Wolves,Bournemouth,1,0,LOSE,R East,HOME,DRAW
E0,Tottenham,Burnley,0,0,DRAW,M Dean,HOME,LOSE
E0,Crystal Palace,Leicester,0,1,WIN,A Taylor,HOME,WIN
E0,Huddersfield,Newcastle,0,0,DRAW,K Friend,HOME,LOSE
E0,Southampton,Arsenal,2,0,LOSE,G Scott,HOME,LOSE
E0,Liverpool,Man United,0,0,DRAW,M Oliver,HOME,DRAW
E0,Everton,Cardiff,0,1,WIN,K Friend,HOME,WIN
E0,Wolves,Huddersfield,0,0,DRAW,D Coote,HOME,LOSE
E0,Brighton,Leicester,1,0,LOSE,L Probert,HOME,LOSE
E0,Burnley,Newcastle,2,0,LOSE,C Pawson,HOME,LOSE
E0,Bournemouth,Arsenal,2,1,LOSE,C Kavanagh,HOME,LOSE
E0,Tottenham,Chelsea,0,0,DRAW,A Marriner,HOME,LOSE
E0,Man United,Crystal Palace,0,1,WIN,M Atkinson,HOME,WIN
E0,Watford,Liverpool,2,0,LOSE,G Scott,HOME,LOSE
E0,West Ham,Man City,0,0,DRAW,S Attwell,HOME,LOSE
E0,Fulham,Southampton,2,0,LOSE,A Taylor,HOME,LOSE
E0,Man City,Bournemouth,0,0,DRAW,K Friend,HOME,WIN
E0,Huddersfield,Brighton,0,0,DRAW,M Dean,HOME,LOSE
E0,Crystal Palace,Burnley,0,1,WIN,L Probert,HOME,WIN
E0,Southampton,Man United,0,1,WIN,S Attwell,HOME,LOSE
E0,Arsenal,Tottenham,0,1,WIN,A Taylor,HOME,DRAW
E0,Newcastle,West Ham,2,0,LOSE,C Kavanagh,HOME,LOSE
E0,Cardiff,Wolves,2,0,LOSE,A Marriner,HOME,LOSE
E0,Liverpool,Everton,0,0,DRAW,M Atkinson,HOME,DRAW
E0,Chelsea,Fulham,1,2,WIN,G Scott,HOME,WIN
E0,Leicester,Watford,1,0,LOSE,J Moss,HOME,LOSE
E0,West Ham,Cardiff,1,0,LOSE,G Scott,HOME,LOSE
E0,Brighton,Crystal Palace,0,1,WIN,C Pawson,HOME,WIN
E0,Bournemouth,Huddersfield,0,1,WIN,A Taylor,HOME,WIN
E0,Fulham,Leicester,1,0,LOSE,D Coote,HOME,LOSE
E0,Watford,Man City,0,0,DRAW,P Tierney,HOME,LOSE
E0,Everton,Newcastle,0,2,WIN,L Mason,HOME,LOSE
E0,Tottenham,Southampton,0,1,WIN,K Friend,HOME,LOSE
E0,Man United,Arsenal,1,0,LOSE,J Moss,HOME,LOSE
E0,Wolves,Chelsea,0,0,DRAW,M Oliver,HOME,DRAW
E0,Burnley,Liverpool,2,1,LOSE,A Marriner,HOME,LOSE
E0,Newcastle,Bournemouth,0,1,WIN,M Dean,HOME,DRAW
E0,Leicester,Burnley,1,1,DRAW,M Oliver,HOME,WIN
E0,Huddersfield,West Ham,1,2,WIN,J Moss,HOME,LOSE
E0,Chelsea,Everton,0,0,DRAW,A Taylor,HOME,LOSE
E0,Liverpool,Fulham,0,1,WIN,C Pawson,HOME,WIN
E0,Southampton,Brighton,0,0,DRAW,M Oliver,HOME,WIN
E0,Wolves,Burnley,1,0,LOSE,C Kavanagh,HOME,LOSE
E0,Huddersfield,Crystal Palace,0,0,DRAW,L Probert,HOME,LOSE
E0,Man City,Fulham,0,2,WIN,K Friend,HOME,WIN
E0,Bournemouth,Leicester,1,0,LOSE,L Mason,HOME,LOSE
E0,Watford,Man United,1,0,LOSE,S Attwell,HOME,LOSE
E0,Everton,West Ham,0,2,WIN,P Tierney,HOME,WIN
E0,Chelsea,Cardiff,0,0,DRAW,C Pawson,HOME,WIN
E0,Tottenham,Liverpool,1,0,LOSE,M Atkinson,HOME,LOSE
E0,Newcastle,Arsenal,1,0,LOSE,A Taylor,HOME,LOSE
E0,Fulham,Watford,1,1,DRAW,R East,HOME,LOSE
E0,Man United,Wolves,1,1,DRAW,M Dean,HOME,LOSE
E0,Brighton,Chelsea,1,0,LOSE,G Scott,HOME,LOSE
E0,Cardiff,Man City,2,0,LOSE,J Moss,HOME,LOSE
E0,Crystal Palace,Tottenham,0,0,DRAW,A Marriner,HOME,LOSE
E0,Liverpool,Southampton,1,1,DRAW,P Tierney,HOME,WIN
E0,Burnley,Bournemouth,1,2,WIN,M Atkinson,HOME,WIN
E0,Leicester,Huddersfield,0,1,WIN,D Coote,HOME,WIN
E0,Crystal Palace,Newcastle,0,0,DRAW,S Attwell,HOME,WIN
E0,Arsenal,Everton,1,0,LOSE,K Friend,HOME,LOSE
E0,West Ham,Chelsea,1,0,LOSE,C Kavanagh,HOME,LOSE
E0,Newcastle,Leicester,0,1,WIN,C Kavanagh,HOME,WIN
E0,Bournemouth,Brighton,0,1,WIN,K Friend,HOME,WIN
E0,Cardiff,Burnley,1,0,LOSE,M Dean,HOME,LOSE
E0,Everton,Fulham,0,0,DRAW,L Probert,HOME,LOSE
E0,West Ham,Man United,1,0,LOSE,G Scott,HOME,LOSE
E0,Wolves,Southampton,2,1,LOSE,J Moss,HOME,LOSE
E0,Huddersfield,Tottenham,2,0,LOSE,L Mason,HOME,LOSE
E0,Man City,Crystal Palace,0,1,WIN,M Atkinson,HOME,WIN
E0,Chelsea,Liverpool,0,0,DRAW,M Oliver,HOME,LOSE
E0,Arsenal,Watford,0,1,WIN,C Pawson,HOME,WIN
E0,Cardiff,Brighton,0,1,WIN,A Marriner,HOME,WIN
E0,Fulham,Bournemouth,0,0,DRAW,D Coote,HOME,WIN
E0,Watford,Huddersfield,0,1,WIN,R East,HOME,WIN
E0,Tottenham,Man City,1,0,LOSE,M Oliver,HOME,LOSE
E0,Southampton,Newcastle,2,0,LOSE,A Taylor,HOME,LOSE
E0,Leicester,West Ham,1,0,LOSE,L Probert,HOME,DRAW
E0,Brighton,Wolves,0,0,DRAW,C Pawson,HOME,DRAW
E0,Crystal Palace,Arsenal,0,1,WIN,J Moss,HOME,WIN
E0,Liverpool,Cardiff,0,0,DRAW,M Atkinson,HOME,WIN
E0,Man United,Everton,2,0,LOSE,P Tierney,HOME,LOSE
E0,Burnley,Chelsea,2,2,DRAW,K Friend,HOME,DRAW
E0,Brighton,Tottenham,0,0,DRAW,C Kavanagh,HOME,LOSE
E0,Southampton,Watford,0,1,WIN,M Dean,HOME,DRAW
E0,Man City,Man United,0,0,DRAW,A Marriner,HOME,WIN
E0,Arsenal,Wolves,3,0,LOSE,S Attwell,HOME,LOSE
E0,Huddersfield,Liverpool,3,0,LOSE,K Friend,HOME,LOSE
E0,Newcastle,Brighton,0,1,WIN,M Dean,HOME,DRAW
E0,Everton,Crystal Palace,0,0,DRAW,L Mason,HOME,DRAW
E0,Cardiff,Fulham,0,0,DRAW,C Kavanagh,HOME,LOSE
E0,Bournemouth,Southampton,1,2,WIN,G Scott,HOME,DRAW
E0,West Ham,Tottenham,0,0,DRAW,A Taylor,HOME,WIN
E0,Wolves,Watford,0,1,WIN,S Hooper,HOME,WIN
E0,Man City,Burnley,0,0,DRAW,P Tierney,HOME,WIN
E0,Arsenal,Leicester,0,0,DRAW,M Oliver,HOME,LOSE
E0,Chelsea,Man United,1,1,DRAW,M Atkinson,HOME,DRAW
E0,Burnley,Everton,2,0,LOSE,C Kavanagh,HOME,LOSE
E0,Tottenham,Bournemouth,0,0,DRAW,C Pawson,HOME,LOSE
E0,Crystal Palace,Cardiff,1,2,WIN,M Oliver,HOME,WIN
E0,Liverpool,Newcastle,1,2,WIN,A Marriner,HOME,WIN
E0,Southampton,West Ham,1,0,LOSE,S Attwell,HOME,LOSE
E0,Fulham,Wolves,0,0,DRAW,J Moss,HOME,LOSE
E0,Brighton,Arsenal,1,0,LOSE,A Taylor,HOME,DRAW
E0,Watford,Chelsea,0,0,DRAW,P Tierney,HOME,LOSE
E0,Man United,Huddersfield,0,1,WIN,L Mason,HOME,DRAW
E0,Leicester,Man City,0,0,DRAW,M Dean,HOME,LOSE
E0,Man City,Brighton,1,2,WIN,M Oliver,HOME,WIN
